run_utc,as_of,maturity,nominal,real,breakeven,exp_inflation,phi,nominal_fwd1y,real_fwd1y,breakeven_fwd1y,exp_inflation_fwd1y,reliability,provenance
2026-07-13T03:16:11,2026-07-09,30.0,5.219,2.9318,2.2873,2.5403,-0.2531,4.9413,2.8658,2.0755,2.6259,0.0,back-constructed
2026-07-13T14:43:48,2026-07-09,1.0,4.1152,1.777,2.3382,3.0192,-0.681,4.1152,1.777,2.3382,3.0192,0.0,front-constructed
2026-07-13T14:43:48,2026-07-09,2.0,4.0982,1.8301,2.2681,2.7498,-0.4817,4.0812,1.8833,2.1979,2.4804,1.0,observed
2026-07-13T14:43:48,2026-07-09,3.0,4.1353,1.8812,2.2542,2.6383,-0.3841,4.2096,1.9832,2.2263,2.4153,1.0,observed
2026-07-13T14:43:48,2026-07-09,4.0,4.1934,1.9313,2.2621,2.5781,-0.316,4.3677,2.0818,2.286,2.3977,1.0,observed
2026-07-13T14:43:48,2026-07-09,5.0,4.2598,1.9831,2.2767,2.5422,-0.2655,4.5252,2.1902,2.335,2.3983,1.0,observed
2026-07-13T14:43:48,2026-07-09,6.0,4.3271,2.0391,2.288,2.5197,-0.2317,4.6635,2.3189,2.3446,2.4075,1.0,observed
2026-07-13T14:43:48,2026-07-09,7.0,4.3983,2.1005,2.2977,2.5056,-0.2078,4.8255,2.4693,2.3562,2.4206,1.0,observed
2026-07-13T14:43:48,2026-07-09,8.0,4.4667,2.1674,2.2993,2.4967,-0.1975,4.9456,2.6356,2.31,2.435,1.0,observed
2026-07-13T14:43:48,2026-07-09,9.0,4.5359,2.2387,2.2972,2.4915,-0.1943,5.0894,2.8088,2.2806,2.4498,1.0,observed
2026-07-13T14:43:48,2026-07-09,10.0,4.6046,2.3126,2.292,2.4888,-0.1967,5.2234,2.9779,2.2456,2.4642,1.0,observed
2026-07-13T14:43:48,2026-07-09,11.0,4.674,2.3871,2.2868,2.4878,-0.201,5.3671,3.1327,2.2344,2.478,1.0,observed
2026-07-13T14:43:48,2026-07-09,12.0,4.741,2.4604,2.2806,2.4881,-0.2075,5.4785,3.2663,2.2121,2.491,1.0,observed
2026-07-13T14:43:48,2026-07-09,13.0,4.8051,2.5307,2.2744,2.4893,-0.2149,5.5743,3.374,2.2003,2.5033,1.0,observed
2026-07-13T14:43:48,2026-07-09,14.0,4.8657,2.5966,2.2691,2.4911,-0.222,5.6537,3.4534,2.2003,2.5149,1.0,observed
2026-07-13T14:43:48,2026-07-09,15.0,4.9224,2.6571,2.2653,2.4934,-0.2281,5.7165,3.5043,2.2122,2.5258,1.0,observed
2026-07-13T14:43:48,2026-07-09,16.0,4.9749,2.7115,2.2634,2.4961,-0.2327,5.7624,3.528,2.2345,2.5359,1.0,observed
2026-07-13T14:43:48,2026-07-09,17.0,5.023,2.7595,2.2635,2.499,-0.2355,5.7919,3.5271,2.2647,2.5455,1.0,observed
2026-07-13T14:43:48,2026-07-09,18.0,5.0664,2.8009,2.2655,2.502,-0.2365,5.8053,3.5052,2.3001,2.5544,1.0,observed
2026-07-13T14:43:48,2026-07-09,19.0,5.1052,2.8359,2.2693,2.5052,-0.236,5.8032,3.466,2.3373,2.5627,1.0,observed
2026-07-13T14:43:48,2026-07-09,20.0,5.1393,2.8648,2.2745,2.5085,-0.234,5.7865,3.4135,2.373,2.5705,1.0,observed
2026-07-13T14:43:48,2026-07-09,21.0,5.1667,2.888,2.2787,2.5118,-0.2331,5.714,3.3513,2.3627,2.5778,0.0,back-constructed
2026-07-13T14:43:48,2026-07-09,22.0,5.1894,2.9059,2.2834,2.5151,-0.2317,5.6666,3.2827,2.3839,2.5847,0.0,back-constructed
2026-07-13T14:43:48,2026-07-09,23.0,5.2075,2.9192,2.2884,2.5184,-0.23,5.6073,3.2106,2.3967,2.5911,0.0,back-constructed
2026-07-13T14:43:48,2026-07-09,24.0,5.2213,2.9283,2.293,2.5217,-0.2287,5.5371,3.1379,2.3992,2.5971,0.0,back-constructed
2026-07-13T14:43:48,2026-07-09,25.0,5.2307,2.9339,2.2968,2.5249,-0.2281,5.4569,3.0678,2.3891,2.6027,0.0,back-constructed
2026-07-13T14:43:48,2026-07-09,26.0,5.236,2.9366,2.2994,2.5281,-0.2287,5.3679,3.0039,2.364,2.608,0.0,back-constructed
2026-07-13T14:43:48,2026-07-09,27.0,5.2373,2.937,2.3002,2.5313,-0.231,5.2708,2.9495,2.3213,2.6129,0.0,back-constructed
2026-07-13T14:43:48,2026-07-09,28.0,5.2348,2.936,2.2988,2.5344,-0.2356,5.1668,2.9076,2.2592,2.6175,0.0,back-constructed
2026-07-13T14:43:48,2026-07-09,29.0,5.2286,2.9341,2.2946,2.5374,-0.2428,5.0567,2.8799,2.1768,2.6218,0.0,back-constructed
2026-07-13T14:43:48,2026-07-09,30.0,5.219,2.9318,2.2873,2.5403,-0.2531,4.9413,2.8658,2.0755,2.6259,0.0,back-constructed
2026-07-13T17:19:19,2026-07-09,1.0,4.1152,1.777,2.3382,3.0192,-0.681,4.1152,1.777,2.3382,3.0192,0.0,front-constructed
2026-07-13T17:19:19,2026-07-09,2.0,4.0982,1.8301,2.2681,2.7498,-0.4817,4.0812,1.8833,2.1979,2.4804,1.0,observed
2026-07-13T17:19:19,2026-07-09,3.0,4.1353,1.8812,2.2542,2.6383,-0.3841,4.2096,1.9832,2.2263,2.4153,1.0,observed
2026-07-13T17:19:19,2026-07-09,4.0,4.1934,1.9313,2.2621,2.5781,-0.316,4.3677,2.0818,2.286,2.3977,1.0,observed
2026-07-13T17:19:19,2026-07-09,5.0,4.2598,1.9831,2.2767,2.5422,-0.2655,4.5252,2.1902,2.335,2.3983,1.0,observed
2026-07-13T17:19:19,2026-07-09,6.0,4.3271,2.0391,2.288,2.5197,-0.2317,4.6635,2.3189,2.3446,2.4075,1.0,observed
2026-07-13T17:19:19,2026-07-09,7.0,4.3983,2.1005,2.2977,2.5056,-0.2078,4.8255,2.4693,2.3562,2.4206,1.0,observed
2026-07-13T17:19:19,2026-07-09,8.0,4.4667,2.1674,2.2993,2.4967,-0.1975,4.9456,2.6356,2.31,2.435,1.0,observed
2026-07-13T17:19:19,2026-07-09,9.0,4.5359,2.2387,2.2972,2.4915,-0.1943,5.0894,2.8088,2.2806,2.4498,1.0,observed
2026-07-13T17:19:19,2026-07-09,10.0,4.6046,2.3126,2.292,2.4888,-0.1967,5.2234,2.9779,2.2456,2.4642,1.0,observed
2026-07-13T17:19:19,2026-07-09,11.0,4.674,2.3871,2.2868,2.4878,-0.201,5.3671,3.1327,2.2344,2.478,1.0,observed
2026-07-13T17:19:19,2026-07-09,12.0,4.741,2.4604,2.2806,2.4881,-0.2075,5.4785,3.2663,2.2121,2.491,1.0,observed
2026-07-13T17:19:19,2026-07-09,13.0,4.8051,2.5307,2.2744,2.4893,-0.2149,5.5743,3.374,2.2003,2.5033,1.0,observed
2026-07-13T17:19:19,2026-07-09,14.0,4.8657,2.5966,2.2691,2.4911,-0.222,5.6537,3.4534,2.2003,2.5149,1.0,observed
2026-07-13T17:19:19,2026-07-09,15.0,4.9224,2.6571,2.2653,2.4934,-0.2281,5.7165,3.5043,2.2122,2.5258,1.0,observed
2026-07-13T17:19:19,2026-07-09,16.0,4.9749,2.7115,2.2634,2.4961,-0.2327,5.7624,3.528,2.2345,2.5359,1.0,observed
2026-07-13T17:19:19,2026-07-09,17.0,5.023,2.7595,2.2635,2.499,-0.2355,5.7919,3.5271,2.2647,2.5455,1.0,observed
2026-07-13T17:19:19,2026-07-09,18.0,5.0664,2.8009,2.2655,2.502,-0.2365,5.8053,3.5052,2.3001,2.5544,1.0,observed
2026-07-13T17:19:19,2026-07-09,19.0,5.1052,2.8359,2.2693,2.5052,-0.236,5.8032,3.466,2.3373,2.5627,1.0,observed
2026-07-13T17:19:19,2026-07-09,20.0,5.1393,2.8648,2.2745,2.5085,-0.234,5.7865,3.4135,2.373,2.5705,1.0,observed
2026-07-13T17:19:19,2026-07-09,21.0,5.1667,2.888,2.2787,2.5118,-0.2331,5.714,3.3513,2.3627,2.5778,0.0,back-constructed
2026-07-13T17:19:19,2026-07-09,22.0,5.1894,2.9059,2.2834,2.5151,-0.2317,5.6666,3.2827,2.3839,2.5847,0.0,back-constructed
2026-07-13T17:19:19,2026-07-09,23.0,5.2075,2.9192,2.2884,2.5184,-0.23,5.6073,3.2106,2.3967,2.5911,0.0,back-constructed
2026-07-13T17:19:19,2026-07-09,24.0,5.2213,2.9283,2.293,2.5217,-0.2287,5.5371,3.1379,2.3992,2.5971,0.0,back-constructed
2026-07-13T17:19:19,2026-07-09,25.0,5.2307,2.9339,2.2968,2.5249,-0.2281,5.4569,3.0678,2.3891,2.6027,0.0,back-constructed
2026-07-13T17:19:19,2026-07-09,26.0,5.236,2.9366,2.2994,2.5281,-0.2287,5.3679,3.0039,2.364,2.608,0.0,back-constructed
2026-07-13T17:19:19,2026-07-09,27.0,5.2373,2.937,2.3002,2.5313,-0.231,5.2708,2.9495,2.3213,2.6129,0.0,back-constructed
2026-07-13T17:19:19,2026-07-09,28.0,5.2348,2.936,2.2988,2.5344,-0.2356,5.1668,2.9076,2.2592,2.6175,0.0,back-constructed
2026-07-13T17:19:19,2026-07-09,29.0,5.2286,2.9341,2.2946,2.5374,-0.2428,5.0567,2.8799,2.1768,2.6218,0.0,back-constructed
2026-07-13T17:19:19,2026-07-09,30.0,5.219,2.9318,2.2873,2.5403,-0.2531,4.9413,2.8658,2.0755,2.6259,0.0,back-constructed
2026-07-14T13:53:46,2026-07-10,1.0,4.1552,1.8115,2.3437,3.0192,-0.6755,4.1552,1.8115,2.3437,3.0192,0.0,front-constructed
2026-07-14T13:53:46,2026-07-10,2.0,4.1482,1.8626,2.2856,2.7498,-0.4642,4.1412,1.9137,2.2275,2.4804,1.0,observed
2026-07-14T13:53:46,2026-07-10,3.0,4.1753,1.9115,2.2638,2.6383,-0.3745,4.2296,2.0094,2.2202,2.4153,1.0,observed
2026-07-14T13:53:46,2026-07-10,4.0,4.2284,1.9595,2.269,2.5781,-0.3092,4.3877,2.1033,2.2845,2.3977,1.0,observed
2026-07-14T13:53:46,2026-07-10,5.0,4.2898,2.0088,2.281,2.5422,-0.2612,4.5352,2.2063,2.329,2.3983,1.0,observed
2026-07-14T13:53:46,2026-07-10,6.0,4.3521,2.0621,2.2899,2.5197,-0.2298,4.6635,2.3287,2.3348,2.4075,1.0,observed
2026-07-14T13:53:46,2026-07-10,7.0,4.4183,2.1208,2.2975,2.5056,-0.2081,4.8155,2.4726,2.3428,2.4206,1.0,observed
2026-07-14T13:53:46,2026-07-10,8.0,4.4867,2.1849,2.3018,2.4967,-0.1949,4.9656,2.6333,2.3323,2.435,1.0,observed
2026-07-14T13:53:46,2026-07-10,9.0,4.5559,2.2534,2.3024,2.4915,-0.1891,5.1094,2.8022,2.3072,2.4498,1.0,observed
2026-07-14T13:53:46,2026-07-10,10.0,4.6246,2.325,2.2997,2.4888,-0.1891,5.2434,2.9685,2.2749,2.4642,1.0,observed
2026-07-14T13:53:46,2026-07-10,11.0,4.694,2.3974,2.2965,2.4878,-0.1913,5.3871,3.1222,2.2649,2.478,1.0,observed
2026-07-14T13:53:46,2026-07-10,12.0,4.761,2.469,2.292,2.4881,-0.196,5.4985,3.2557,2.2428,2.491,1.0,observed
2026-07-14T13:53:46,2026-07-10,13.0,4.8251,2.5378,2.2873,2.4893,-0.2019,5.5943,3.3635,2.2308,2.5033,1.0,observed
2026-07-14T13:53:46,2026-07-10,14.0,4.8857,2.6024,2.2833,2.4911,-0.2078,5.6737,3.4429,2.2308,2.5149,1.0,observed
2026-07-14T13:53:46,2026-07-10,15.0,4.9424,2.6618,2.2806,2.4934,-0.2128,5.7365,3.4934,2.2431,2.5258,1.0,observed
2026-07-14T13:53:46,2026-07-10,16.0,4.9949,2.7152,2.2797,2.4961,-0.2163,5.7824,3.5161,2.2663,2.5359,1.0,observed
2026-07-14T13:53:46,2026-07-10,17.0,5.043,2.7622,2.2808,2.499,-0.2182,5.8119,3.5136,2.2983,2.5455,1.0,observed
2026-07-14T13:53:46,2026-07-10,18.0,5.0864,2.8026,2.2839,2.502,-0.2182,5.8253,3.4893,2.336,2.5544,1.0,observed
2026-07-14T13:53:46,2026-07-10,19.0,5.1252,2.8365,2.2887,2.5052,-0.2165,5.8232,3.447,2.3762,2.5627,1.0,observed
2026-07-14T13:53:46,2026-07-10,20.0,5.1593,2.8642,2.2951,2.5085,-0.2134,5.8065,3.3911,2.4155,2.5705,1.0,observed
2026-07-14T13:53:46,2026-07-10,21.0,5.1857,2.8862,2.2995,2.5118,-0.2123,5.713,3.3249,2.3881,2.5778,0.0,back-constructed
2026-07-14T13:53:46,2026-07-10,22.0,5.2074,2.9028,2.3046,2.5151,-0.2105,5.6636,3.2523,2.4113,2.5847,0.0,back-constructed
2026-07-14T13:53:46,2026-07-10,23.0,5.2245,2.9147,2.3099,2.5184,-0.2085,5.6023,3.1761,2.4262,2.5911,0.0,back-constructed
2026-07-14T13:53:46,2026-07-10,24.0,5.2373,2.9224,2.3149,2.5217,-0.2068,5.5301,3.0995,2.4306,2.5971,0.0,back-constructed
2026-07-14T13:53:46,2026-07-10,25.0,5.2457,2.9265,2.3192,2.5249,-0.2057,5.4479,3.0257,2.4223,2.6027,0.0,back-constructed
2026-07-14T13:53:46,2026-07-10,26.0,5.25,2.9277,2.3223,2.5281,-0.2059,5.3569,2.9581,2.3987,2.608,0.0,back-constructed
2026-07-14T13:53:46,2026-07-10,27.0,5.2503,2.9267,2.3236,2.5313,-0.2077,5.2578,2.9003,2.3575,2.6129,0.0,back-constructed
2026-07-14T13:53:46,2026-07-10,28.0,5.2468,2.9242,2.3226,2.5344,-0.2118,5.1518,2.8551,2.2967,2.6175,0.0,back-constructed
2026-07-14T13:53:46,2026-07-10,29.0,5.2396,2.9207,2.3189,2.5374,-0.2185,5.0397,2.8243,2.2154,2.6218,0.0,back-constructed
2026-07-14T13:53:46,2026-07-10,30.0,5.229,2.9169,2.3121,2.5403,-0.2282,4.9223,2.8071,2.1151,2.6259,0.0,back-constructed
2026-07-15T13:51:24,2026-07-13,1.0,4.159,1.9434,2.2156,2.3867,-0.171,4.159,1.9434,2.2156,2.3867,0.0,front-constructed
2026-07-15T13:51:24,2026-07-13,2.0,4.183,1.9679,2.2151,2.4354,-0.2203,4.207,1.9925,2.2145,2.4842,1.0,observed
2026-07-15T13:51:24,2026-07-13,3.0,4.2586,1.9931,2.2654,2.4341,-0.1687,4.4097,2.0436,2.3661,2.4314,1.0,observed
2026-07-15T13:51:24,2026-07-13,4.0,4.308,2.0217,2.2863,2.4284,-0.142,4.4565,2.1074,2.349,2.4112,1.0,observed
2026-07-15T13:51:24,2026-07-13,5.0,4.3641,2.0567,2.3074,2.4247,-0.1172,4.5883,2.1964,2.3919,2.4099,1.0,observed
2026-07-15T13:51:24,2026-07-13,6.0,4.4247,2.1005,2.3242,2.4235,-0.0993,4.7279,2.3196,2.4083,2.4178,1.0,observed
2026-07-15T13:51:24,2026-07-13,7.0,4.4882,2.154,2.3342,2.4244,-0.0902,4.8692,2.4751,2.3941,2.4299,1.0,observed
2026-07-15T13:51:24,2026-07-13,8.0,4.5581,2.2164,2.3417,2.4268,-0.0851,5.0474,2.6533,2.3941,2.4436,1.0,observed
2026-07-15T13:51:24,2026-07-13,9.0,4.6282,2.2858,2.3424,2.4303,-0.0879,5.1886,2.8407,2.3479,2.4578,1.0,observed
2026-07-15T13:51:24,2026-07-13,10.0,4.6973,2.3595,2.3378,2.4344,-0.0966,5.3198,3.023,2.2968,2.4716,1.0,observed
2026-07-15T13:51:24,2026-07-13,11.0,4.7617,2.4348,2.3269,2.439,-0.1121,5.4058,3.188,2.2178,2.4849,1.0,observed
2026-07-15T13:51:24,2026-07-13,12.0,4.8237,2.5091,2.3145,2.4439,-0.1293,5.5049,3.3269,2.178,2.4975,1.0,observed
2026-07-15T13:51:24,2026-07-13,13.0,4.8825,2.5803,2.3022,2.4489,-0.1467,5.589,3.4347,2.1543,2.5094,1.0,observed
2026-07-15T13:51:24,2026-07-13,14.0,4.9379,2.6467,2.2912,2.454,-0.1629,5.6574,3.5098,2.1476,2.5206,1.0,observed
2026-07-15T13:51:24,2026-07-13,15.0,4.9894,2.7072,2.2822,2.4592,-0.177,5.7099,3.5536,2.1563,2.5311,1.0,observed
2026-07-15T13:51:24,2026-07-13,16.0,5.0367,2.7611,2.2756,2.4643,-0.1887,5.7463,3.5694,2.1769,2.5409,1.0,observed
2026-07-15T13:51:24,2026-07-13,17.0,5.0796,2.8082,2.2714,2.4693,-0.1979,5.767,3.562,2.205,2.5501,1.0,observed
2026-07-15T13:51:24,2026-07-13,18.0,5.1181,2.8487,2.2694,2.4743,-0.2048,5.7722,3.5366,2.2356,2.5587,1.0,observed
2026-07-15T13:51:24,2026-07-13,19.0,5.152,2.8829,2.2692,2.4792,-0.21,5.7627,3.4986,2.2641,2.5668,1.0,observed
2026-07-15T13:51:24,2026-07-13,20.0,5.1814,2.9113,2.27,2.4839,-0.2139,5.7391,3.4522,2.2869,2.5743,1.0,observed
2026-07-15T13:51:24,2026-07-13,21.0,5.2102,2.9346,2.2756,2.4886,-0.213,5.7862,3.4004,2.3858,2.5814,0.0,back-constructed
2026-07-15T13:51:24,2026-07-13,22.0,5.2345,2.9532,2.2812,2.4931,-0.2118,5.7448,3.3442,2.4006,2.588,0.0,back-constructed
2026-07-15T13:51:24,2026-07-13,23.0,5.2544,2.9677,2.2867,2.4975,-0.2108,5.6918,3.2854,2.4064,2.5942,0.0,back-constructed
2026-07-15T13:51:24,2026-07-13,24.0,5.2699,2.9785,2.2915,2.5018,-0.2103,5.6281,3.2263,2.4018,2.6,0.0,back-constructed
2026-07-15T13:51:24,2026-07-13,25.0,5.2813,2.9861,2.2952,2.5059,-0.2107,5.5548,3.1694,2.3853,2.6055,0.0,back-constructed
2026-07-15T13:51:24,2026-07-13,26.0,5.2887,2.9912,2.2975,2.5099,-0.2124,5.4726,3.1177,2.3549,2.6105,0.0,back-constructed
2026-07-15T13:51:24,2026-07-13,27.0,5.2922,2.9942,2.2979,2.5138,-0.2159,5.3824,3.0742,2.3083,2.6153,0.0,back-constructed
2026-07-15T13:51:24,2026-07-13,28.0,5.2919,2.9959,2.296,2.5176,-0.2216,5.2853,3.0416,2.2436,2.6198,0.0,back-constructed
2026-07-15T13:51:24,2026-07-13,29.0,5.2881,2.9968,2.2913,2.5213,-0.23,5.1819,3.0217,2.1602,2.6239,0.0,back-constructed
2026-07-15T13:51:24,2026-07-13,30.0,5.281,2.9974,2.2836,2.5248,-0.2413,5.0732,3.0142,2.059,2.6278,0.0,back-constructed
2026-07-15T17:16:32,2026-07-13,1.0,4.159,1.9434,2.2156,2.3867,-0.171,4.159,1.9434,2.2156,2.3867,0.0,front-constructed
2026-07-15T17:16:32,2026-07-13,2.0,4.183,1.9679,2.2151,2.4354,-0.2203,4.207,1.9925,2.2145,2.4842,1.0,observed
2026-07-15T17:16:32,2026-07-13,3.0,4.2586,1.9931,2.2654,2.4341,-0.1687,4.4097,2.0436,2.3661,2.4314,1.0,observed
2026-07-15T17:16:32,2026-07-13,4.0,4.308,2.0217,2.2863,2.4284,-0.142,4.4565,2.1074,2.349,2.4112,1.0,observed
2026-07-15T17:16:32,2026-07-13,5.0,4.3641,2.0567,2.3074,2.4247,-0.1172,4.5883,2.1964,2.3919,2.4099,1.0,observed
2026-07-15T17:16:32,2026-07-13,6.0,4.4247,2.1005,2.3242,2.4235,-0.0993,4.7279,2.3196,2.4083,2.4178,1.0,observed
2026-07-15T17:16:32,2026-07-13,7.0,4.4882,2.154,2.3342,2.4244,-0.0902,4.8692,2.4751,2.3941,2.4299,1.0,observed
2026-07-15T17:16:32,2026-07-13,8.0,4.5581,2.2164,2.3417,2.4268,-0.0851,5.0474,2.6533,2.3941,2.4436,1.0,observed
2026-07-15T17:16:32,2026-07-13,9.0,4.6282,2.2858,2.3424,2.4303,-0.0879,5.1886,2.8407,2.3479,2.4578,1.0,observed
2026-07-15T17:16:32,2026-07-13,10.0,4.6973,2.3595,2.3378,2.4344,-0.0966,5.3198,3.023,2.2968,2.4716,1.0,observed
2026-07-15T17:16:32,2026-07-13,11.0,4.7617,2.4348,2.3269,2.439,-0.1121,5.4058,3.188,2.2178,2.4849,1.0,observed
2026-07-15T17:16:32,2026-07-13,12.0,4.8237,2.5091,2.3145,2.4439,-0.1293,5.5049,3.3269,2.178,2.4975,1.0,observed
2026-07-15T17:16:32,2026-07-13,13.0,4.8825,2.5803,2.3022,2.4489,-0.1467,5.589,3.4347,2.1543,2.5094,1.0,observed
2026-07-15T17:16:32,2026-07-13,14.0,4.9379,2.6467,2.2912,2.454,-0.1629,5.6574,3.5098,2.1476,2.5206,1.0,observed
2026-07-15T17:16:32,2026-07-13,15.0,4.9894,2.7072,2.2822,2.4592,-0.177,5.7099,3.5536,2.1563,2.5311,1.0,observed
2026-07-15T17:16:32,2026-07-13,16.0,5.0367,2.7611,2.2756,2.4643,-0.1887,5.7463,3.5694,2.1769,2.5409,1.0,observed
2026-07-15T17:16:32,2026-07-13,17.0,5.0796,2.8082,2.2714,2.4693,-0.1979,5.767,3.562,2.205,2.5501,1.0,observed
2026-07-15T17:16:32,2026-07-13,18.0,5.1181,2.8487,2.2694,2.4743,-0.2048,5.7722,3.5366,2.2356,2.5587,1.0,observed
2026-07-15T17:16:32,2026-07-13,19.0,5.152,2.8829,2.2692,2.4792,-0.21,5.7627,3.4986,2.2641,2.5668,1.0,observed
2026-07-15T17:16:32,2026-07-13,20.0,5.1814,2.9113,2.27,2.4839,-0.2139,5.7391,3.4522,2.2869,2.5743,1.0,observed
2026-07-15T17:16:32,2026-07-13,21.0,5.2102,2.9346,2.2756,2.4886,-0.213,5.7862,3.4004,2.3858,2.5814,0.0,back-constructed
2026-07-15T17:16:32,2026-07-13,22.0,5.2345,2.9532,2.2812,2.4931,-0.2118,5.7448,3.3442,2.4006,2.588,0.0,back-constructed
2026-07-15T17:16:32,2026-07-13,23.0,5.2544,2.9677,2.2867,2.4975,-0.2108,5.6918,3.2854,2.4064,2.5942,0.0,back-constructed
2026-07-15T17:16:32,2026-07-13,24.0,5.2699,2.9785,2.2915,2.5018,-0.2103,5.6281,3.2263,2.4018,2.6,0.0,back-constructed
2026-07-15T17:16:32,2026-07-13,25.0,5.2813,2.9861,2.2952,2.5059,-0.2107,5.5548,3.1694,2.3853,2.6055,0.0,back-constructed
2026-07-15T17:16:32,2026-07-13,26.0,5.2887,2.9912,2.2975,2.5099,-0.2124,5.4726,3.1177,2.3549,2.6105,0.0,back-constructed
2026-07-15T17:16:32,2026-07-13,27.0,5.2922,2.9942,2.2979,2.5138,-0.2159,5.3824,3.0742,2.3083,2.6153,0.0,back-constructed
2026-07-15T17:16:32,2026-07-13,28.0,5.2919,2.9959,2.296,2.5176,-0.2216,5.2853,3.0416,2.2436,2.6198,0.0,back-constructed
2026-07-15T17:16:32,2026-07-13,29.0,5.2881,2.9968,2.2913,2.5213,-0.23,5.1819,3.0217,2.1602,2.6239,0.0,back-constructed
2026-07-15T17:16:32,2026-07-13,30.0,5.281,2.9974,2.2836,2.5248,-0.2413,5.0732,3.0142,2.059,2.6278,0.0,back-constructed
2026-07-16T14:03:55,2026-07-14,1.0,4.059,1.9017,2.1574,2.3867,-0.2293,4.059,1.9017,2.1574,2.3867,0.0,front-constructed
2026-07-16T14:03:55,2026-07-14,2.0,4.103,1.9291,2.1739,2.4354,-0.2615,4.147,1.9565,2.1905,2.4842,1.0,observed
2026-07-16T14:03:55,2026-07-14,3.0,4.1886,1.9569,2.2317,2.4341,-0.2024,4.3597,2.0126,2.3471,2.4314,1.0,observed
2026-07-16T14:03:55,2026-07-14,4.0,4.243,1.9877,2.2554,2.4284,-0.173,4.4065,2.08,2.3265,2.4112,1.0,observed
2026-07-16T14:03:55,2026-07-14,5.0,4.3041,2.0243,2.2798,2.4247,-0.1449,4.5483,2.171,2.3773,2.4099,1.0,observed
2026-07-16T14:03:55,2026-07-14,6.0,4.3747,2.0694,2.3053,2.4235,-0.1182,4.7279,2.2948,2.4331,2.4178,1.0,observed
2026-07-16T14:03:55,2026-07-14,7.0,4.4482,2.1238,2.3244,2.4244,-0.1,4.8892,2.4502,2.439,2.4299,1.0,observed
2026-07-16T14:03:55,2026-07-14,8.0,4.5181,2.1869,2.3313,2.4268,-0.0956,5.0074,2.6281,2.3792,2.4436,1.0,observed
2026-07-16T14:03:55,2026-07-14,9.0,4.5882,2.2567,2.3314,2.4303,-0.0988,5.1486,2.8156,2.3329,2.4578,1.0,observed
2026-07-16T14:03:55,2026-07-14,10.0,4.6573,2.3309,2.3264,2.4344,-0.108,5.2798,2.9988,2.2809,2.4716,1.0,observed
2026-07-16T14:03:55,2026-07-14,11.0,4.7237,2.4068,2.3169,2.439,-0.1221,5.3878,3.1656,2.2222,2.4849,1.0,observed
2026-07-16T14:03:55,2026-07-14,12.0,4.7877,2.4818,2.3059,2.4439,-0.138,5.4909,3.3068,2.184,2.4975,1.0,observed
2026-07-16T14:03:55,2026-07-14,13.0,4.8485,2.5538,2.2948,2.4489,-0.1541,5.579,3.4173,2.1617,2.5094,1.0,observed
2026-07-16T14:03:55,2026-07-14,14.0,4.9059,2.621,2.2849,2.454,-0.1691,5.6514,3.4951,2.1564,2.5206,1.0,observed
2026-07-16T14:03:55,2026-07-14,15.0,4.9594,2.6823,2.277,2.4592,-0.1822,5.7079,3.5411,2.1668,2.5311,1.0,observed
2026-07-16T14:03:55,2026-07-14,16.0,5.0087,2.7371,2.2715,2.4643,-0.1927,5.7483,3.5587,2.1896,2.5409,1.0,observed
2026-07-16T14:03:55,2026-07-14,17.0,5.0536,2.7851,2.2686,2.4693,-0.2008,5.773,3.5521,2.2208,2.5501,1.0,observed
2026-07-16T14:03:55,2026-07-14,18.0,5.0941,2.8263,2.2678,2.4743,-0.2064,5.7822,3.5265,2.2557,2.5587,1.0,observed
2026-07-16T14:03:55,2026-07-14,19.0,5.13,2.861,2.269,2.4792,-0.2102,5.7767,3.487,2.2897,2.5668,1.0,observed
2026-07-16T14:03:55,2026-07-14,20.0,5.1614,2.8899,2.2715,2.4839,-0.2124,5.7571,3.438,2.3191,2.5743,1.0,observed
2026-07-16T14:03:55,2026-07-14,21.0,5.1902,2.9133,2.2768,2.4886,-0.2117,5.7662,3.3826,2.3835,2.5814,0.0,back-constructed
2026-07-16T14:03:55,2026-07-14,22.0,5.2145,2.932,2.2825,2.4931,-0.2106,5.7248,3.3227,2.4021,2.588,0.0,back-constructed
2026-07-16T14:03:55,2026-07-14,23.0,5.2344,2.9462,2.2881,2.4975,-0.2093,5.6718,3.2604,2.4114,2.5942,0.0,back-constructed
2026-07-16T14:03:55,2026-07-14,24.0,5.2499,2.9567,2.2932,2.5018,-0.2085,5.6081,3.1979,2.4102,2.6,0.0,back-constructed
2026-07-16T14:03:55,2026-07-14,25.0,5.2613,2.964,2.2974,2.5059,-0.2085,5.5348,3.1381,2.3967,2.6055,0.0,back-constructed
2026-07-16T14:03:55,2026-07-14,26.0,5.2687,2.9686,2.3001,2.5099,-0.2098,5.4526,3.0838,2.3687,2.6105,0.0,back-constructed
2026-07-16T14:03:55,2026-07-14,27.0,5.2722,2.9712,2.301,2.5138,-0.2128,5.3624,3.0382,2.3242,2.6153,0.0,back-constructed
2026-07-16T14:03:55,2026-07-14,28.0,5.2719,2.9723,2.2996,2.5176,-0.218,5.2653,3.004,2.2613,2.6198,0.0,back-constructed
2026-07-16T14:03:55,2026-07-14,29.0,5.2681,2.9727,2.2954,2.5213,-0.2258,5.1619,2.9827,2.1792,2.6239,0.0,back-constructed
